             9.6e+06         1.22846e+07              237344
         9.73333e+06         1.24216e+07              107798
         9.86667e+06         1.25559e+07            -24634.4
               1e+07         1.26872e+07             -159893
         1.01333e+07         1.28157e+07             -297916
         1.02667e+07         1.29412e+07             -438642
            1.04e+07         1.30637e+07             -582006
         1.05333e+07         1.31831e+07             -727944
         1.06667e+07         1.32994e+07             -876389
            1.08e+07         1.34124e+07        -1.02728e+06
         1.09333e+07         1.35223e+07        -1.18053e+06
         1.10667e+07         1.36288e+07        -1.33609e+06
            1.12e+07         1.37321e+07        -1.49389e+06
         1.13333e+07         1.38319e+07        -1.65384e+06
         1.14667e+07         1.39283e+07        -1.81588e+06
            1.16e+07         1.40213e+07        -1.97994e+06
         1.17333e+07         1.41107e+07        -2.14594e+06
         1.18667e+07         1.41966e+07         -2.3138e+06
             1.2e+07         1.42789e+07        -2.48345e+06
         1.21333e+07         1.43576e+07        -2.65482e+06
         1.22667e+07         1.44326e+07        -2.82782e+06
            1.24e+07         1.45039e+07        -3.00237e+06
         1.25333e+07         1.45714e+07        -3.17841e+06
         1.26667e+07         1.46353e+07        -3.35584e+06
            1.28e+07         1.46953e+07        -3.53459e+06
         1.29333e+07         1.47515e+07        -3.71458e+06
         1.30667e+07         1.48038e+07        -3.89572e+06
            1.32e+07         1.48523e+07        -4.07794e+06
         1.33333e+07         1.48969e+07        -4.26114e+06
         1.34667e+07         1.49376e+07        -4.44526e+06
            1.36e+07         1.49744e+07        -4.63019e+06
         1.37333e+07         1.50072e+07        -4.81587e+06
         1.38667e+07         1.50361e+07        -5.00221e+06
             1.4e+07          1.5061e+07        -5.18911e+06
         1.41333e+07         1.50819e+07        -5.37651e+06
         1.42667e+07         1.50988e+07        -5.56431e+06
            1.44e+07         1.51118e+07        -5.75242e+06
         1.45333e+07         1.51207e+07        -5.94077e+06
         1.46667e+07         1.51256e+07        -6.12926e+06
            1.48e+07         1.51265e+07        -6.31782e+06
         1.49333e+07         1.51234e+07        -6.50635e+06
         1.50667e+07         1.51163e+07        -6.69477e+06
            1.52e+07         1.51051e+07          -6.883e+06
         1.53333e+07           1.509e+07        -7.07095e+06
         1.54667e+07         1.50708e+07        -7.25854e+06
            1.56e+07         1.50477e+07        -7.44567e+06
         1.57333e+07         1.50206e+07        -7.63227e+06
         1.58667e+07         1.49896e+07        -7.81826e+06
             1.6e+07         1.49546e+07        -8.00354e+06
         1.61333e+07         1.49156e+07        -8.18803e+06
         1.62667e+07         1.48727e+07        -8.37165e+06
            1.64e+07          1.4826e+07        -8.55432e+06
         1.65333e+07         1.47753e+07        -8.73595e+06
         1.66667e+07         1.47209e+07        -8.91646e+06
            1.68e+07         1.46625e+07        -9.09578e+06
         1.69333e+07         1.46004e+07        -9.27381e+06
         1.70667e+07         1.45345e+07        -9.45048e+06
            1.72e+07         1.44649e+07         -9.6257e+06
         1.73333e+07         1.43915e+07        -9.79941e+06
         1.74667e+07         1.43145e+07        -9.97151e+06
            1.76e+07         1.42338e+07        -1.01419e+07
         1.77333e+07         1.41495e+07        -1.03106e+07
         1.78667e+07         1.40617e+07        -1.04775e+07
             1.8e+07         1.39703e+07        -1.06424e+07
         1.81333e+07         1.38754e+07        -1.08053e+07
         1.82667e+07         1.37771e+07        -1.09662e+07
            1.84e+07         1.36754e+07         -1.1125e+07
         1.85333e+07         1.35703e+07        -1.12816e+07
         1.86667e+07         1.34619e+07        -1.14359e+07
            1.88e+07         1.33503e+07        -1.15878e+07
         1.89333e+07         1.32354e+07        -1.17374e+07
         1.90667e+07         1.31174e+07        -1.18844e+07
            1.92e+07         1.29963e+07        -1.20289e+07
         1.93333e+07         1.28721e+07        -1.21709e+07
         1.94667e+07          1.2745e+07        -1.23101e+07
            1.96e+07         1.26149e+07        -1.24466e+07
         1.97333e+07          1.2482e+07        -1.25803e+07
         1.98667e+07         1.23462e+07        -1.27111e+07
               2e+07         1.22077e+07        -1.28391e+07
         2.01333e+07         1.20664e+07         -1.2964e+07
         2.02667e+07         1.19226e+07        -1.30859e+07
            2.04e+07         1.17762e+07        -1.32048e+07
         2.05333e+07         1.16273e+07        -1.33204e+07
         2.06667e+07          1.1476e+07        -1.34329e+07
            2.08e+07         1.13223e+07        -1.35422e+07
         2.09333e+07         1.11663e+07        -1.36481e+07
         2.10667e+07         1.10081e+07        -1.37507e+07
            2.12e+07         1.08478e+07          -1.385e+07
         2.13333e+07         1.06853e+07        -1.39457e+07
         2.14667e+07         1.05209e+07         -1.4038e+07
            2.16e+07         1.03546e+07        -1.41268e+07
         2.17333e+07         1.01864e+07         -1.4212e+07
         2.18667e+07         1.00164e+07        -1.42937e+07
             2.2e+07         9.84473e+06        -1.43717e+07
         2.21333e+07         9.67143e+06         -1.4446e+07
         2.22667e+07          9.4966e+06        -1.45166e+07
            2.24e+07          9.3203e+06        -1.45835e+07
         2.25333e+07         9.14262e+06        -1.46466e+07
         2.26667e+07         8.96363e+06        -1.47059e+07
            2.28e+07         8.78343e+06        -1.47614e+07
         2.29333e+07         8.60208e+06        -1.48131e+07
         2.30667e+07         8.41968e+06        -1.48609e+07
            2.32e+07          8.2363e+06        -1.49047e+07
         2.33333e+07         8.05203e+06        -1.49447e+07
         2.34667e+07         7.86694e+06        -1.49808e+07
            2.36e+07         7.68114e+06        -1.50129e+07
         2.37333e+07         7.49469e+06         -1.5041e+07
         2.38667e+07         7.30769e+06        -1.50652e+07
             2.4e+07         7.12021e+06        -1.50853e+07
         2.41333e+07         6.93235e+06        -1.51015e+07
         2.42667e+07         6.74419e+06        -1.51137e+07
            2.44e+07         6.55581e+06        -1.51219e+07
         2.45333e+07         6.36729e+06        -1.51261e+07
         2.46667e+07         6.17874e+06        -1.51262e+07
            2.48e+07         5.99022e+06        -1.51224e+07
         2.49333e+07         5.80182e+06        -1.51145e+07
         2.50667e+07         5.61364e+06        -1.51026e+07
            2.52e+07         5.42575e+06        -1.50867e+07
         2.53333e+07         5.23824e+06        -1.50669e+07
         2.54667e+07          5.0512e+06         -1.5043e+07
            2.56e+07         4.86471e+06        -1.50152e+07
         2.57333e+07         4.67885e+06        -1.49834e+07
         2.58667e+07         4.49371e+06        -1.49477e+07
             2.6e+07         4.30937e+06         -1.4908e+07
         2.61333e+07         4.12592e+06        -1.48644e+07
         2.62667e+07         3.94343e+06        -1.48169e+07
            2.64e+07           3.762e+06        -1.47656e+07
         2.65333e+07          3.5817e+06        -1.47104e+07
         2.66667e+07         3.40262e+06        -1.46514e+07
            2.68e+07         3.22483e+06        -1.45885e+07
         2.69333e+07         3.04842e+06         -1.4522e+07
         2.70667e+07         2.87347e+06        -1.44516e+07
            2.72e+07         2.70006e+06        -1.43776e+07
         2.73333e+07         2.52825e+06        -1.42999e+07
         2.74667e+07         2.35815e+06        -1.42185e+07
            2.76e+07         2.18981e+06        -1.41336e+07
         2.77333e+07         2.02331e+06        -1.40451e+07
         2.78667e+07         1.85874e+06        -1.39531e+07
             2.8e+07         1.69616e+06        -1.38575e+07
         2.81333e+07         1.53565e+06        -1.37586e+07
         2.82667e+07         1.37728e+06        -1.36563e+07
            2.84e+07         1.22113e+06        -1.35506e+07
         2.85333e+07         1.06726e+06        -1.34416e+07
         2.86667e+07              915748        -1.33293e+07
            2.88e+07              766656        -1.32139e+07
         2.89333e+07              620053        -1.30953e+07
         2.90667e+07              476007        -1.29736e+07
            2.92e+07              334583        -1.28489e+07
         2.93333e+07              195845        -1.27212e+07
         2.94667e+07               59855        -1.25906e+07
            2.96e+07            -73324.8        -1.24571e+07
         2.97333e+07             -203634        -1.23208e+07
         2.98667e+07             -331014        -1.21818e+07
               3e+07             -455407        -1.20401e+07
         3.01333e+07             -576756        -1.18958e+07
         3.02667e+07             -695007        -1.17489e+07
            3.04e+07             -810106        -1.15996e+07
         3.05333e+07             -922001        -1.14478e+07
         3.06667e+07        -1.03064e+06        -1.12937e+07
            3.08e+07        -1.13598e+06        -1.11373e+07
         3.09333e+07        -1.23796e+06        -1.09787e+07
         3.10667e+07        -1.33655e+06         -1.0818e+07
            3.12e+07        -1.43169e+06        -1.06552e+07
         3.13333e+07        -1.52335e+06        -1.04904e+07
         3.14667e+07        -1.61148e+06        -1.03237e+07
            3.16e+07        -1.69605e+06        -1.01552e+07
         3.17333e+07        -1.77701e+06        -9.98487e+06
         3.18667e+07        -1.85433e+06        -9.81289e+06
             3.2e+07        -1.92797e+06         -9.6393e+06
         3.21333e+07         -1.9979e+06        -9.46419e+06
         3.22667e+07        -2.06409e+06        -9.28763e+06
            3.24e+07         -2.1265e+06        -9.10971e+06
         3.25333e+07        -2.18512e+06        -8.93049e+06
         3.26667e+07        -2.23991e+06        -8.75007e+06
            3.28e+07        -2.29085e+06        -8.56852e+06
         3.29333e+07        -2.33791e+06        -8.38593e+06
         3.30667e+07        -2.38108e+06        -8.20238e+06
            3.32e+07        -2.42033e+06        -8.01795e+06
         3.33333e+07        -2.45565e+06        -7.83273e+06
         3.34667e+07        -2.48702e+06         -7.6468e+06
            3.36e+07        -2.51443e+06        -7.46025e+06
         3.37333e+07        -2.53786e+06        -7.27315e+06
         3.38667e+07         -2.5573e+06         -7.0856e+06
             3.4e+07        -2.57275e+06        -6.89767e+06
         3.41333e+07         -2.5842e+06        -6.70946e+06
         3.42667e+07        -2.59164e+06        -6.52105e+06
            3.44e+07        -2.59507e+06        -6.33252e+06
         3.45333e+07        -2.59449e+06        -6.14396e+06
         3.46667e+07        -2.58989e+06        -5.95546e+06
            3.48e+07        -2.58128e+06         -5.7671e+06
         3.49333e+07        -2.56867e+06        -5.57896e+06
         3.50667e+07        -2.55206e+06        -5.39114e+06
            3.52e+07        -2.53146e+06        -5.20371e+06
         3.53333e+07        -2.50687e+06        -5.01676e+06
         3.54667e+07        -2.47831e+06        -4.83038e+06
            3.56e+07        -2.44579e+06        -4.64465e+06
         3.57333e+07        -2.40932e+06        -4.45965e+06
         3.58667e+07        -2.36893e+06        -4.27547e+06
             3.6e+07        -2.32463e+06        -4.09219e+06
         3.61333e+07        -2.27643e+06        -3.90989e+06
         3.62667e+07        -2.22437e+06        -3.72866e+06
            3.64e+07        -2.16847e+06        -3.54858e+06
         3.65333e+07        -2.10874e+06        -3.36973e+06
         3.66667e+07        -2.04522e+06         -3.1922e+06
            3.68e+07        -1.97794e+06        -3.01605e+06
         3.69333e+07        -1.90693e+06        -2.84137e+06
         3.70667e+07        -1.83222e+06        -2.66825e+06
            3.72e+07        -1.75384e+06        -2.49675e+06
         3.73333e+07        -1.67183e+06        -2.32697e+06
         3.74667e+07        -1.58622e+06        -2.15896e+06
            3.76e+07        -1.49706e+06        -1.99281e+06
         3.77333e+07        -1.40438e+06         -1.8286e+06
         3.78667e+07        -1.30823e+06         -1.6664e+06
             3.8e+07        -1.20865e+06        -1.50628e+06
         3.81333e+07        -1.10569e+06        -1.34832e+06
         3.82667e+07             -999384        -1.19258e+06
            3.84e+07             -889792        -1.03914e+06
         3.85333e+07             -776960             -888068
         3.86667e+07             -660939             -739430
            3.88e+07             -541781             -593294
         3.89333e+07             -419541             -449727
         3.90667e+07             -294274             -308794
            3.92e+07             -166036             -170557
         3.93333e+07            -34885.6              -35081
         3.94667e+07             99117.7               97574
            3.96e+07              235913              227347
         3.97333e+07              375439              354181
         3.98667e+07              517633              478017
